"","support","text","inCA","influential","username","bio"
"737","no","From the Wall Street Journal on California<U+0092>s #Prop16: <U+0093>the No on 16 campaign may be outgunned but it is long on energy and principle.<U+0094> https://t.co/St8gA5i8qy","yes","no","SaveMarinwood","Homeowner, park lover, environmentalist, concerned citizen, activist, sometimes troublemaker, advocate for a safe, walkable/ bike friendly community"
"738","no","#Prop16 will divide Californians into unequal sub-groups, increase conflict among different races, and patronize people by presuming that they cannot succeed on their own - California affirmative action measure Prop 16 behind in poll | The Sacramento Bee https://t.co/CBGBUZy679","yes","no","SaveMarinwood","Homeowner, park lover, environmentalist, concerned citizen, activist, sometimes troublemaker, advocate for a safe, walkable/ bike friendly community"
"739","yes","Thank you Professor Joseph E. Yi for endorsing our ""No On #prop16 "" campaign!

Looking forward to working more with you on this just cause!

Vote No on #Prop16!

@CA4equalrights @GailHeriot @tobeequal @GZtoGhetto @wu_wenyuan 
https://t.co/BJPgC08PNI","yes","no","SaveMarinwood","Homeowner, park lover, environmentalist, concerned citizen, activist, sometimes troublemaker, advocate for a safe, walkable/ bike friendly community"
"740","no","@michelleqchang @townerman1 simple solution if #prop16 passes:

start identifying as black","no","no","TrueFreedom626","Cyclist, Scientist, Family man, Adrenaline junkie.  Conservative here. Liberal there.  Ride Specialized S-Works, NOT Trek.  I don't fit in a box"
"741","no","@Buttless @ABC7 ha! that'll never happen

But seriously, if #prop16 passes, since it affects public universities, then we have a legitimate case to demand that:

all sports teams at all UC and CalState universities have race based quotas, not only on who is on the roster, but who gets field time","no","no","TrueFreedom626","Cyclist, Scientist, Family man, Adrenaline junkie.  Conservative here. Liberal there.  Ride Specialized S-Works, NOT Trek.  I don't fit in a box"
"742","no","Why is #Prop16 behind in the polls? David Oppenheimer says it's because of a common and misguided fear. He explains in his column. https://t.co/NdZsHH09bI https://t.co/DEnBTh5ezQ","no","yes","LADailyJournal","California's largest legal newspaper. Have a noteworthy news item, verdict, or settlement? Email us at news@dailyjournal.com"
"743","no","#prop16 doesn't allow diversity as the ballot language says, it only allows government backed racial discrimination.

Don't be fooled!

Vote No on #prop16!

The #poll report on #prop16 is page 10:

https://t.co/G3xKo0dM7R https://t.co/gUgp52ADjc","yes","no","Zeitgeist_22","Proud Native Angeleno. 

New to Twitter.  Living in crazy times."
"744","no","Yes every Californian deserves equality which is why we must vote NO ON #PROP16. https://t.co/uvzcw7uSm4","yes","no","BQu170430","Fair opportunities for all <U+00B7> No on CA Prop 16
America First <U+00B7> Keep Jobs in the US"
"745","no","Every time someone says #Prop16 will reinstate quotas. This scene immediately comes to mind. https://t.co/hrXprsOdlA","yes","no","mjalvaradoWFD","Executive Vice Chancellor, CA Community Colleges"
"746","yes","Quick <U+0001F9F5>on #Prop16 in California. Today, progressive California is one of only 9 states to ban affirmative action. Prop 16 ends the ban to level the playing field for women &amp; POC. It's one of the most concrete steps we can take for racial &amp; gender equality this fall<U+0085> @yesprop16","yes","no","mjalvaradoWFD","Executive Vice Chancellor, CA Community Colleges"
"747","no","""As dubious as #Prop16 is on its face, it's especially noxious in CA given the state<U+0092>s history of anti-Asian bias...Affirmative action, promoted in the name of diversity, is nowhere near as intentionally malicious as any of the historical anti-Asian efforts...."" https://t.co/VmqYa1XXNu","no","yes","EHSlattery","Senior fellow @PacificLegal & cohost of #DissedPod. @xavieruniv @georgemasonlaw @shalouisville alum. Views are mine. I love #SCOTUS, #jeopardy!, and #kybourbon."
"748","no","@JeffGormanMRY @RepJimmyPanetta No surprise to me. If you take a look at the donors for #prop16, it is ONE donor that gave $8million to their total $10m campaign trying to bring back discrimination based on race and gender. https://t.co/YcOkppzLUN","no","yes","w2spw2_23","Everything I do is for Christ as I walk from here to eternity! Pro-life ! Artist-Architecture, luv FAM, friends, ocean.Back the BLUE& MILITARY!Semper FI #MAGA!"
"749","no","#Prop16 will divide Californians into unequal sub-groups, increase conflict among different races, and patronize people by presuming that they cannot succeed on their own. Vote No On #Prop16. https://t.co/uMFHKes7GP","yes","no","stevensu1127",NA
"750","no","@byvinpan Thanks for the follow! Actively listening to the replay of your #Prop16 debate on @KPCC from this morning, and you did a great job at rebutting both your not-so-eloquent opponent and the very aggressive callers.","yes","no","kvnhykw","<U+0001F30E>Earth Science Professor at Santa Monica College<U+2728>Astrophysics Ph.D. Candidate at UCLA<U+0001F6B0> Democratic Candidate for Walnut Valley Water Board Nov 3, 2020 <U+0001F1FA><U+0001F1F8><U+0001F5F3><U+0001F30A>"
"751","no","@tandon4congress This #Prop16 wants to make everyone an idiot and make California mediocre, we won't allow it! Vote NO on Prop 16!

https://t.co/r56GLuvOMn","no","no","OblonskyNikita","Conservative/Pro 2A/Cali. Prop16 is an evil and racist bill, change my mind.  ""The right of the people to keep and bear Arms, shall not be infringed."""
"752","no","UC Chancellor Janet Politano purposely push for #Prop16 to promote racial discrimination 
UC also abolish standardized tests despite the Academic committee's study was against it.

All for the power grab!

Not a surprise! https://t.co/wizlWENTlx","no","no","OblonskyNikita","Conservative/Pro 2A/Cali. Prop16 is an evil and racist bill, change my mind.  ""The right of the people to keep and bear Arms, shall not be infringed."""
"753","no","We will remember this. Vote no on #prop16. No on #prop15. Yes on #prop22. Send the message to the machine that we want representation. Remember that<U+0092>s why we revolted in the first place-taxation without representation. https://t.co/U0I6e6PnDe","no","no","OblonskyNikita","Conservative/Pro 2A/Cali. Prop16 is an evil and racist bill, change my mind.  ""The right of the people to keep and bear Arms, shall not be infringed."""
"754","no","This Saturday two car rallies against #prop16:

Please register and join!

And these are real car rallies, not like the @yesprop16 shabby fake one for some other country!

Like and RT!

https://t.co/p8icGcpeJu https://t.co/h2IYrqFwOM","no","no","OblonskyNikita","Conservative/Pro 2A/Cali. Prop16 is an evil and racist bill, change my mind.  ""The right of the people to keep and bear Arms, shall not be infringed."""
"755","neutral","@PBlove2smile @OgeaStrong People voting for #Prop16:
1. Didn't read the language carefully and accepted bait &amp; switch diversity argument.
2. Gain financially if it passes. 
3. Thinks everyone is equal, just that some are more equal than others.
4. Thought it was a store like Forever 21. 
#NoOnProp16","no","no","OblonskyNikita","Conservative/Pro 2A/Cali. Prop16 is an evil and racist bill, change my mind.  ""The right of the people to keep and bear Arms, shall not be infringed."""
"756","no","No wonder UC regents support #Prop16!  Under #Prop16, they can do this legally!  Say NO to #Prop16!  Keep discrimination illegal! #NoOnProp16 https://t.co/EAsXnbytBN https://t.co/agMgzrtSq7","no","no","OblonskyNikita","Conservative/Pro 2A/Cali. Prop16 is an evil and racist bill, change my mind.  ""The right of the people to keep and bear Arms, shall not be infringed."""
"757","no","@gladlee @yesprop16 No need. #prop16 removes this from constitution:<U+0094>the State cannot discriminate against or grant preferential treatment to persons on the basis of race, sex, color, ethnicity, or national origin in public employment, public education...<U+0094> Any kind of justification is just fig leaf.","no","no","OblonskyNikita","Conservative/Pro 2A/Cali. Prop16 is an evil and racist bill, change my mind.  ""The right of the people to keep and bear Arms, shall not be infringed."""
"758","no","Why is Regent Sherry Lansing ""horrified"" by surveys that are showing voters are against #Prop16? This is the voice &amp; will of the people fighting government overreach. Represent, do not dictate your elitist condescension, Regent Lansing. #NoOnProp16   https://t.co/5R87p4RQt8","no","no","OblonskyNikita","Conservative/Pro 2A/Cali. Prop16 is an evil and racist bill, change my mind.  ""The right of the people to keep and bear Arms, shall not be infringed."""
"759","yes","Despite our differences, I respect the Yes on #Prop16 campaign for returning #Netflix CEO @reedhastings' wife $1 million dollar contribution. Oh, wait; they didn't. #Cuties #charactermatters #NoOnProp16","no","no","OblonskyNikita","Conservative/Pro 2A/Cali. Prop16 is an evil and racist bill, change my mind.  ""The right of the people to keep and bear Arms, shall not be infringed."""
"760","yes","Quick <U+0001F9F5>on #Prop16 in California. Today, progressive California is one of only 9 states to ban affirmative action. Prop 16 ends the ban to level the playing field for women &amp; POC. It's one of the most concrete steps we can take for racial &amp; gender equality this fall<U+0085> @yesprop16","no","no","mandapxnda","| they/them/elle|uc berkeley <U+0091>23 | venmo: amandashill"
"761","no","This is the type of racist agenda the left wants to impose on California. I stand against #Prop16 and will stand against similar policies at the Federal Government. https://t.co/ni9Fjxe2Y6","no","yes","ragstorm","innovator. grad (neuropharm/genetics/behavior) postdocs (biophysics/neuroscience) scientist (cogneuro) tech (ai/biotech/iot) entrepreneur #ArmyVet @parler <U+0001F5FD>"
"762","no","Why is Regent Sherry Lansing ""horrified"" by surveys that are showing voters are against #Prop16? This is the voice &amp; will of the people fighting government overreach. Represent, do not dictate your elitist condescension, Regent Lansing. #NoOnProp16   https://t.co/5R87p4RQt8","yes","no","jkfromcali1","I looked to the left and I looked to the right. Hated what I saw on the left. Now I'm on the right. #MAGA #VeryStableGenius #Trump2020"
"763","no","@wjmcgurn #Prop16 is a scam! @TheLeoTerrell https://t.co/YXZqgNnHKz","yes","no","jkfromcali1","I looked to the left and I looked to the right. Hated what I saw on the left. Now I'm on the right. #MAGA #VeryStableGenius #Trump2020"
"764","no","California doesn<U+0092>t ban affirmative action. #prop16 legalizes race discrimination. If you are voting for #prop16 then you are voting against the Civil Rights Act. https://t.co/ekGV6E4GIW","yes","no","jkfromcali1","I looked to the left and I looked to the right. Hated what I saw on the left. Now I'm on the right. #MAGA #VeryStableGenius #Trump2020"
"765","no","Here it is!

@KTVU on our car rally at Milpitas.

Vote No On #prop16!

We do not need a caste system here in the USA https://t.co/70exiV6bjt","yes","no","jkfromcali1","I looked to the left and I looked to the right. Hated what I saw on the left. Now I'm on the right. #MAGA #VeryStableGenius #Trump2020"
"766","no","Here it is!

@KTVU on our car rally at Milpitas.

Vote No On #prop16!

We do not need a caste system here in the USA https://t.co/70exiV6bjt","no","yes","MC_Mad_Man","<U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F5FD><U+0001F985>MAGA<U+0001F985><U+0001F5FD><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8> <U+0001F1FA><U+0001F1F8>#Trump2020 #KAG #DrainTheSwamp #MilitaryLivesMatter #BlueLivesMatter #BuildTheWall IFB MAGA Parler: MotorCityMadMan"
"767","no","Every time someone says #Prop16 will reinstate quotas. This scene immediately comes to mind. https://t.co/hrXprsOdlA","no","no","PChongHerrera","I love photography and discussing the human condition 

/ die hard <U+0001F3C0>@Warriors <U+0001F3C8>@49ers <U+26BE>@SFGiants fan 

/<U+0001F4CD>SF native, born in CDM<U+0001F1F2><U+0001F1FD> 
/ Alum @Cal '19"
"768","yes","Quick <U+0001F9F5>on #Prop16 in California. Today, progressive California is one of only 9 states to ban affirmative action. Prop 16 ends the ban to level the playing field for women &amp; POC. It's one of the most concrete steps we can take for racial &amp; gender equality this fall<U+0085> @yesprop16","no","no","PChongHerrera","I love photography and discussing the human condition 

/ die hard <U+0001F3C0>@Warriors <U+0001F3C8>@49ers <U+26BE>@SFGiants fan 

/<U+0001F4CD>SF native, born in CDM<U+0001F1F2><U+0001F1FD> 
/ Alum @Cal '19"
"769","no","Here it is!

@KTVU on our car rally at Milpitas.

Vote No On #prop16!

We do not need a caste system here in the USA https://t.co/70exiV6bjt","yes","yes","BishForCongress","Chris Bish, Candidate for California's 6th Congressional District. #Republican #CancerSurvivor #KAG #Patriot #MAGA #Trump2020 #RepealAB5 #KAG2020 #BishPlease"
"770","yes","JUST RELEASED: Full report from the latest #PPICsurvey featuring findings on #Prop15 (""split roll"" tax) and #Prop16 (#AffirmativeAction), presidential #Election2020 (Biden leads), Gov. @GavinNewsom's approval rating, and more. https://t.co/BpmQXtIKR4.","yes","no","KeishawnAnderso","I am a School Social Worker that will live & breathe my profession. The NASW passion for human welfare will not die. A proud Alumna of CAL & CSULB.@UMChurch"
